date,type,category,item,amount,source,card
6/25/16,הוצאה,מזון ומשקאות,‏יבולי השדה,34.3,כ. אשראי,2607
6/25/16,הוצאה,בילוי ומסעדות,‏ארקפה בייקרי,26,כ. אשראי,2607
6/26/16,הוצאה,רכב ותחבורה,‏GETT,21.9,כ. אשראי,2607
6/26/16,הוצאה,בילוי ומסעדות,‏המרקט,40,כ. אשראי,2607
6/26/16,הוצאה,יופי ואביזרי אופנה,‏ניילס NAILS -,43.25,כ. אשראי,2607
6/27/16,הוצאה,רכב ותחבורה,‏GETT,25.8,כ. אשראי,2607
6/27/16,הוצאה,בילוי ומסעדות,"‏קפה נואר בע""מ",80,כ. אשראי,2607
6/28/16,הוצאה,רכב ותחבורה,‏GETT,22.2,כ. אשראי,2607
6/28/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,30.59,כ. אשראי,2607
6/28/16,הוצאה,יופי ואביזרי אופנה,‏MANGO TREE LTD,80,כ. אשראי,2607
6/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,51.04,כ. אשראי,2607
6/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,36.86,כ. אשראי,2607
6/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,68.72,כ. אשראי,2607
6/28/16,הוצאה,בריאות,‏שרותי בריאות כללית,120.33,כ. אשראי,2607
6/28/16,הוצאה,בילוי ומסעדות,‏דואלי מכונות אוטומטי,3.5,כ. אשראי,2607
6/29/16,הוצאה,מזון ומשקאות,‏נתח בשר,65,כ. אשראי,2607
6/29/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,40.42,כ. אשראי,2607
6/30/16,הוצאה,בילוי ומסעדות,‏המרקט,40,כ. אשראי,2607
7/1/16,הוצאה,שירותי בנקאות,‏דמי כרטיס /הנפקה,13.16,כ. אשראי,8832
7/17/16,הוצאה,מיסים ותשלומים,"‏מ.הפנים נתב""ג",555,כ. אשראי,8832
7/17/16,הוצאה,בילוי ומסעדות,"‏מרחבים טל בע""מ",22,כ. אשראי,8832
7/27/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,179.34,כ. אשראי,8832
7/6/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,115.7,כ. אשראי,9477
7/12/16,הוצאה,בית וגן,‏לוי יצחק אינסטלציה,17.38,כ. אשראי,9477
7/14/16,הוצאה,יופי ואביזרי אופנה,‏ניילס NAILS -,339.69,כ. אשראי,9477
7/18/16,הוצאה,חינוך ומשפחה,‏מרכז מגיד,180,כ. אשראי,9477
7/18/16,הוצאה,בריאות,‏סופר פארם אבן גבירול,203.5,כ. אשראי,9477
7/26/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,487.47,כ. אשראי,9477
7/27/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,379.9,כ. אשראי,9477
7/27/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,-68.9,כ. אשראי,9477
7/27/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,44.4,כ. אשראי,9477
6/2/16,הוצאה,מזון ומשקאות,‏שופרסל און ליין,589.07,כ. אשראי,2599
7/10/16,הוצאה,נופש,‏רויאל ביץ הוטל קבלה,"1,740.40",כ. אשראי,2599
7/16/16,הוצאה,בריאות,‏מרום מרפאת מומחים רב,600,כ. אשראי,2599
6/19/16,הוצאה,מזון ומשקאות,‏שופרסל און ליין,428.22,כ. אשראי,2599
7/1/16,הוצאה,בילוי ומסעדות,‏קפה אלברט,25,כ. אשראי,2599
7/1/16,הוצאה,מזון ומשקאות,‏יבולי השדה,43,כ. אשראי,2599
7/1/16,הוצאה,רכב ותחבורה,‏חניון ק.אביב,12,כ. אשראי,2599
7/1/16,הוצאה,רכב ותחבורה,‏חניון גן העיר,16,כ. אשראי,2599
7/1/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,34,כ. אשראי,2599
7/1/16,הוצאה,בילוי ומסעדות,‏קפה קפה G יקנעם,8,כ. אשראי,2599
7/1/16,הוצאה,רכב ותחבורה,‏פז YELLOW יקנע -,290.11,כ. אשראי,2599
7/1/16,הוצאה,ביגוד והנעלה,‏STORY RAMAT AVIV,406.08,כ. אשראי,2599
7/2/16,הוצאה,רכב ותחבורה,‏GETT,42.9,כ. אשראי,2599
7/2/16,הוצאה,מוצרי חשמל ותקשורת,‏תמי 4,244,כ. אשראי,2599
7/2/16,הוצאה,בילוי ומסעדות,‏איציק הגדול,41,כ. אשראי,2599
7/2/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,12,כ. אשראי,2599
7/3/16,הוצאה,מוצרי חשמל ותקשורת,‏AWS.AMAZON.CO~AMAZON,63.15,כ. אשראי,2599
7/4/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",213.65,כ. אשראי,2599
7/5/16,הוצאה,בילוי ומסעדות,‏בראסרי אבן גבירול,12,כ. אשראי,2599
7/6/16,הוצאה,מזון ומשקאות,‏נתח בשר,84,כ. אשראי,2599
7/6/16,הוצאה,רכב ותחבורה,‏חניון רוטשילד,20,כ. אשראי,2599
7/7/16,הוצאה,בילוי ומסעדות,‏בראסרי אבן גבירול,17,כ. אשראי,2599
7/8/16,הוצאה,מזון ומשקאות,‏שוק אבן גבירול,70,כ. אשראי,2599
7/8/16,הוצאה,בילוי ומסעדות,‏מזנון רמת החייל,168,כ. אשראי,2599
7/8/16,הוצאה,בילוי ומסעדות,‏בראסרי אבן גבירול,203,כ. אשראי,2599
7/8/16,הוצאה,רכב ותחבורה,‏אחוזות החוף - חניון,3,כ. אשראי,2599
7/9/16,הוצאה,מזון ומשקאות,‏יבולי השדה,81.3,כ. אשראי,2599
7/9/16,הוצאה,רכב ותחבורה,‏דלק רמת אביב,283.58,כ. אשראי,2599
7/9/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,48.4,כ. אשראי,2599
7/9/16,הוצאה,בית וגן,‏מגה ספורט נמל,119.9,כ. אשראי,2599
7/9/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,36,כ. אשראי,2599
7/9/16,הוצאה,רכב ותחבורה,‏חניון נמל תל אביב,20,כ. אשראי,2599
7/10/16,הוצאה,מוצרי חשמל ותקשורת,‏AMAZON.CO.UK ~AMAZON,"2,354.86",כ. אשראי,2599
7/10/16,הוצאה,רכב ותחבורה,‏חניון נמל תל אביב,13,כ. אשראי,2599
7/10/16,הוצאה,רכב ותחבורה,‏חניון מרכז עזריאלי ב,21,כ. אשראי,2599
7/11/16,הוצאה,מוצרי חשמל ותקשורת,‏35314369001 ~PAYPAL,31.1,כ. אשראי,2599
7/11/16,הוצאה,מוצרי חשמל ותקשורת,"‏בזק בינלאומי בע""מ",41.89,כ. אשראי,2599
7/11/16,הוצאה,מזון ומשקאות,‏נספרסו ישראל -אינטרנ,222,כ. אשראי,2599
7/12/16,הוצאה,מוצרי חשמל ותקשורת,‏G.CO/PAYHELP#~GOOGLE,39.56,כ. אשראי,2599
7/12/16,הוצאה,נופש,‏מלון כרמים,100,כ. אשראי,2599
7/13/16,הוצאה,בילוי ומסעדות,‏אגנס בר,47,כ. אשראי,2599
7/13/16,הוצאה,מזון ומשקאות,‏שופרסל און ליין,394.96,כ. אשראי,2599
7/13/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",33.46,כ. אשראי,2599
7/14/16,הוצאה,רכב ותחבורה,‏חניון אתרים,24,כ. אשראי,2599
7/15/16,הוצאה,בילוי ומסעדות,‏דלאל,175,כ. אשראי,2599
7/15/16,הוצאה,בילוי ומסעדות,‏קונגרס בזל,59,כ. אשראי,2599
7/15/16,הוצאה,בית וגן,‏מוצצים רמת גן,129.8,כ. אשראי,2599
7/15/16,הוצאה,בית וגן,‏כפר השעשועים אבן גבי,559.7,כ. אשראי,2599
7/15/16,הוצאה,בילוי ומסעדות,"‏מעיינות הים בע""מ - מ",277,כ. אשראי,2599
7/15/16,הוצאה,מזון ומשקאות,‏מאפיית הכהנים רחל 19,16,כ. אשראי,2599
7/16/16,הוצאה,בילוי ומסעדות,‏שילה- בר מסעדה,306,כ. אשראי,2599
7/16/16,הוצאה,רכב ותחבורה,‏אחוזות החוף - חניון,5,כ. אשראי,2599
7/16/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",160.31,כ. אשראי,2599
7/16/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",-132.34,כ. אשראי,2599
7/16/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",96.46,כ. אשראי,2599
7/17/16,הוצאה,רכב ותחבורה,‏דרך ארץ 6 - אישי,88.64,כ. אשראי,2599
7/17/16,הוצאה,יופי ואביזרי אופנה,‏CHECK BOX BUY2USA,188.33,כ. אשראי,2599
7/17/16,הוצאה,בית וגן,‏מה שבטוח פתרונות לסב,240,כ. אשראי,2599
7/18/16,הוצאה,מתנות ומזכרות,‏ג'יימס ריצ'רדסון-טרמ,59.97,כ. אשראי,2599
7/19/16,הוצאה,מזון ומשקאות,‏LONDN W1T 001~HAKKAS,265.28,כ. אשראי,2599
7/20/16,הוצאה,מתנות ומזכרות,‏LONDON ~HAMLEY,98.78,כ. אשראי,2599
7/20/16,הוצאה,ביגוד והנעלה,‏OXFRD STRET33~UNIQLO,144.01,כ. אשראי,2599
7/20/16,הוצאה,מתנות ומזכרות,‏HEATHROW ~WORLD,58.48,כ. אשראי,2599
7/21/16,הוצאה,בילוי ומסעדות,‏סנטה קתרינה,244,כ. אשראי,2599
7/21/16,הוצאה,בילוי ומסעדות,‏הרנט חוף מציצים,34,כ. אשראי,2599
7/21/16,הוצאה,רכב ותחבורה,‏חניון נמל תל אביב,16,כ. אשראי,2599
7/21/16,הוצאה,בילוי ומסעדות,"‏אניטה גלידה בע""מ-יוג",16,כ. אשראי,2599
7/22/16,הוצאה,מוצרי חשמל ותקשורת,‏AMAZON.CO.UK ~AMAZON,14.52,כ. אשראי,2599
7/22/16,הוצאה,מזון ומשקאות,‏נתח בשר,373,כ. אשראי,2599
7/22/16,הוצאה,בילוי ומסעדות,‏בוקה מכבי,16,כ. אשראי,2599
7/22/16,הוצאה,רכב ותחבורה,‏חניון גן העיר,16,כ. אשראי,2599
7/22/16,הוצאה,מזון ומשקאות,‏שוק אבן גבירול,114.07,כ. אשראי,2599
7/22/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,20,כ. אשראי,2599
7/22/16,הוצאה,בית וגן,‏שילב בעמ-גן העיר,35.92,כ. אשראי,2599
7/22/16,הוצאה,רכב ותחבורה,‏תחנת דלק קוקו תל אבי,282.46,כ. אשראי,2599
7/22/16,הוצאה,בית וגן,‏כפר השעשועים אבן גבי,-499.9,כ. אשראי,2599
7/22/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",83.38,כ. אשראי,2599
7/23/16,הוצאה,בילוי ומסעדות,‏ארקפה בייקרי,15,כ. אשראי,2599
7/23/16,הוצאה,מיסים ותשלומים,"‏א,עיריית תל אביב-יפו",570.3,כ. אשראי,2599
7/23/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",47.28,כ. אשראי,2599
7/24/16,הוצאה,בילוי ומסעדות,‏הרנט חוף מציצים,60,כ. אשראי,2599
7/24/16,הוצאה,רכב ותחבורה,‏חניון נמל תל אביב,13,כ. אשראי,2599
7/24/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,12,כ. אשראי,2599
7/24/16,הוצאה,מיסים ותשלומים,‏פלאפון חשבון תקופתי,179,כ. אשראי,2599
7/25/16,הוצאה,מוצרי חשמל ותקשורת,‏35314369001 ~PAYPAL,40.13,כ. אשראי,2599
7/25/16,הוצאה,בילוי ומסעדות,‏אר קפה,14,כ. אשראי,2599
7/26/16,הוצאה,יופי ואביזרי אופנה,‏AMZN.COM/BILL~AMAZON,404.42,כ. אשראי,2599
7/26/16,הוצאה,רכב ותחבורה,‏פיי וואש,60,כ. אשראי,2599
7/26/16,הוצאה,ביגוד והנעלה,‏זארה עזריאלי,250,כ. אשראי,2599
7/26/16,הוצאה,בילוי ומסעדות,‏RUSTICO BAZEL,17.8,כ. אשראי,2599
7/26/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,12,כ. אשראי,2599
7/26/16,הוצאה,בילוי ומסעדות,‏וניליק תל אביב שיווק,48,כ. אשראי,2599
7/27/16,הוצאה,מוצרי חשמל ותקשורת,‏8553699776 ~PAYPAL,39.44,כ. אשראי,2599
7/27/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,22,כ. אשראי,2599
7/27/16,הוצאה,בריאות,‏שרותי בריאות כללית,143.51,כ. אשראי,2599
7/27/16,הוצאה,רכב ותחבורה,‏פנגו- חניה סלולארית,9,כ. אשראי,2599
7/27/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",38.63,כ. אשראי,2599
7/28/16,הוצאה,בית וגן,‏קסרולה,29.9,כ. אשראי,2599
7/28/16,הוצאה,מזון ומשקאות,‏מבחר המשקאות,79,כ. אשראי,2599
7/28/16,הוצאה,מיסים ותשלומים,‏B בזק הוראת קבע,135.03,כ. אשראי,2599
7/28/16,הוצאה,בילוי ומסעדות,‏לחמים מאפייה ואספרסו,17,כ. אשראי,2599
7/28/16,הוצאה,תרבות ופנאי,"‏הוצאת עתון הארץ בע""מ",39.9,כ. אשראי,2599
7/29/16,הוצאה,רכב ותחבורה,‏סונולהחוף,248.64,כ. אשראי,2599
7/29/16,הוצאה,בית וגן,‏בייבי סטאר,"2,823.70",כ. אשראי,2599
7/29/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",166.47,כ. אשראי,2599
7/30/16,הוצאה,בילוי ומסעדות,‏הפיצה,150,כ. אשראי,2599
7/30/16,הוצאה,מזון ומשקאות,‏סונול חניון הככר,40,כ. אשראי,2599
7/30/16,הוצאה,בילוי ומסעדות,"‏דה גורדון ביץ בע""מ",84,כ. אשראי,2599
7/31/16,הוצאה,מיסים ותשלומים,"‏פזגז בע""מ",122.3,כ. אשראי,2599
7/6/16,הוצאה,בריאות,‏בלינסון קופות,"1,400.00",כ. אשראי,2607
6/30/16,הוצאה,יופי ואביזרי אופנה,‏ניילס NAILS -,36.27,כ. אשראי,2607
7/1/16,הוצאה,בילוי ומסעדות,‏קפה אלברט,52,כ. אשראי,2607
7/1/16,הוצאה,מתנות ומזכרות,"‏טולמנס ישראל בע""מ",100,כ. אשראי,2607
7/1/16,הוצאה,בית וגן,‏אימג'נריום גן העיר,278.9,כ. אשראי,2607
7/1/16,הוצאה,יופי ואביזרי אופנה,‏C A M אלקליל - רמת,110,כ. אשראי,2607
7/1/16,הוצאה,בית וגן,‏שילב קניון רמת אביב,49.8,כ. אשראי,2607
7/3/16,הוצאה,רכב ותחבורה,‏GETT,20.1,כ. אשראי,2607
7/3/16,הוצאה,רכב ותחבורה,‏GETT,21.9,כ. אשראי,2607
7/4/16,הוצאה,בילוי ומסעדות,‏קופי בר,160,כ. אשראי,2607
7/5/16,הוצאה,בילוי ומסעדות,‏MOJO ASIAN FOODBAR,64,כ. אשראי,2607
7/5/16,הוצאה,רכב ותחבורה,‏חניון יכין אלכסנדרה,20,כ. אשראי,2607
7/5/16,הוצאה,בילוי ומסעדות,‏ארומה אספרסו בר פולג,8,כ. אשראי,2607
7/6/16,הוצאה,בית וגן,‏מפתח העיר,15,כ. אשראי,2607
7/6/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,32,כ. אשראי,2607
7/6/16,הוצאה,בית וגן,‏גולף א.ק.מגדל השלום,69.93,כ. אשראי,2607
7/7/16,הוצאה,רכב ותחבורה,‏GETT,27.3,כ. אשראי,2607
7/7/16,הוצאה,בילוי ומסעדות,‏לחם ושות',8,כ. אשראי,2607
7/7/16,הוצאה,בילוי ומסעדות,‏RUSTICO BAZEL,94.66,כ. אשראי,2607
7/8/16,הוצאה,רכב ותחבורה,‏GETT,26.2,כ. אשראי,2607
7/8/16,הוצאה,מתנות ומזכרות,‏ימימה,318,כ. אשראי,2607
7/9/16,הוצאה,בית וגן,‏שילב נמל - חנות,44.9,כ. אשראי,2607
7/9/16,הוצאה,בית וגן,‏אייס- נמל תל אביב,240.4,כ. אשראי,2607
7/10/16,הוצאה,מזון ומשקאות,‏גורמה שופ,28,כ. אשראי,2607
7/10/16,הוצאה,בילוי ומסעדות,‏לחם ושות',8,כ. אשראי,2607
7/10/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,54.38,כ. אשראי,2607
7/10/16,הוצאה,בילוי ומסעדות,‏תמרה מיצים טבעיים,24,כ. אשראי,2607
7/10/16,הוצאה,יופי ואביזרי אופנה,‏עדי שדה עיצוב תכשיטי,139,כ. אשראי,2607
7/11/16,הוצאה,רכב ותחבורה,‏GETT,23.1,כ. אשראי,2607
7/11/16,הוצאה,בילוי ומסעדות,‏המרקט,43,כ. אשראי,2607
7/11/16,הוצאה,מזון ומשקאות,‏יבולי השדה,5,כ. אשראי,2607
7/11/16,הוצאה,בילוי ומסעדות,‏לחמים מאפייה ואספרסו,8,כ. אשראי,2607
7/12/16,הוצאה,מוצרי חשמל ותקשורת,‏G.CO/PAYHELP#~GOOGLE,7.89,כ. אשראי,2607
7/12/16,הוצאה,רכב ותחבורה,‏GETT,26.4,כ. אשראי,2607
7/12/16,הוצאה,רכב ותחבורה,‏GETT,31.5,כ. אשראי,2607
7/12/16,הוצאה,בילוי ומסעדות,‏אלורה,52,כ. אשראי,2607
7/13/16,הוצאה,רכב ותחבורה,‏GETT,20.1,כ. אשראי,2607
7/13/16,הוצאה,רכב ותחבורה,‏GETT,24,כ. אשראי,2607
7/13/16,הוצאה,בילוי ומסעדות,‏לחם ושות',13,כ. אשראי,2607
7/14/16,הוצאה,רכב ותחבורה,‏GETT,32.5,כ. אשראי,2607
7/14/16,הוצאה,בילוי ומסעדות,‏לחם ושות',8,כ. אשראי,2607
7/14/16,הוצאה,בילוי ומסעדות,"‏קפה נואר בע""מ",68,כ. אשראי,2607
7/16/16,הוצאה,בילוי ומסעדות,‏מסעדת מנטה ריי,134,כ. אשראי,2607
7/17/16,הוצאה,רכב ותחבורה,‏GETT,22.5,כ. אשראי,2607
7/18/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,67.21,כ. אשראי,2607
7/18/16,הוצאה,בילוי ומסעדות,‏לחמים מאפייה ואספרסו,17,כ. אשראי,2607
7/19/16,הוצאה,בריאות,‏דיאדה נמל תל אביב,40,כ. אשראי,2607
7/20/16,הוצאה,ביגוד והנעלה,‏גולף א.ק. גן העיר,419.72,כ. אשראי,2607
7/20/16,הוצאה,ביגוד והנעלה,‏לירם קדס קידס גן העי,36.1,כ. אשראי,2607
7/20/16,הוצאה,מתנות ומזכרות,‏שכולו טוב-ערכותי מתנ,20,כ. אשראי,2607
7/20/16,הוצאה,ביגוד והנעלה,‏פרימיום בייבי- גן הע,194.25,כ. אשראי,2607
7/21/16,הוצאה,בילוי ומסעדות,‏מזנון,53,כ. אשראי,2607
7/22/16,הוצאה,יופי ואביזרי אופנה,‏ניילס NAILS -,100,כ. אשראי,2607
7/22/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,30,כ. אשראי,2607
7/22/16,הוצאה,מזון ומשקאות,"‏מרקטו מעדנים בע""מ",46.25,כ. אשראי,2607
7/22/16,הוצאה,מיסים ותשלומים,‏חברת פרטנר תקשורת בע,46.8,כ. אשראי,2607
7/24/16,הוצאה,בילוי ומסעדות,‏קפה משולש,55,כ. אשראי,2607
7/25/16,הוצאה,רכב ותחבורה,‏GETT,25.2,כ. אשראי,2607
7/25/16,הוצאה,בילוי ומסעדות,‏לחם ושות',49,כ. אשראי,2607
7/26/16,הוצאה,בילוי ומסעדות,‏לחם ושות',42,כ. אשראי,2607
7/27/16,הוצאה,בילוי ומסעדות,‏קיקי,42,כ. אשראי,2607
7/27/16,הוצאה,חינוך ומשפחה,"‏דורון ספרים בע""מ",22,כ. אשראי,2607
7/27/16,הוצאה,בריאות,‏שרותי בריאות כללית,121.3,כ. אשראי,2607
7/28/16,הוצאה,מוצרי חשמל ותקשורת,‏נט מובייל,60,כ. אשראי,2607
7/28/16,הוצאה,בילוי ומסעדות,‏ארקפה בייקרי,13,כ. אשראי,2607
7/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,36.98,כ. אשראי,2607
7/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,68.93,כ. אשראי,2607
7/28/16,הוצאה,בריאות,‏פניקס חיים ובריאות,51.19,כ. אשראי,2607
7/29/16,הוצאה,ביגוד והנעלה,‏בייבי רוק,149,כ. אשראי,2607
7/29/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,32,כ. אשראי,2607
7/29/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,22,כ. אשראי,2607
7/29/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,10,כ. אשראי,2607
7/31/16,הוצאה,רכב ותחבורה,‏GETT,20.4,כ. אשראי,2607
7/31/16,הוצאה,בילוי ומסעדות,‏לחם ושות',42,כ. אשראי,2607
7/31/16,הוצאה,בילוי ומסעדות,‏זומר בייקרי,11,כ. אשראי,2607
7/31/16,הוצאה,ביגוד והנעלה,‏טבע נאות דיזינגוף סנ,349,כ. אשראי,2607
7/31/16,הוצאה,ביגוד והנעלה,‏זארה - קניון דיזנגוף,249.8,כ. אשראי,2607
8/1/16,הוצאה,שירותי בנקאות,‏דמי כרטיס /הנפקה,13.16,כ. אשראי,8832
8/5/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,204.28,כ. אשראי,8832
8/10/16,הוצאה,מזון ומשקאות,‏שופרסל שלי נורדאו,30,כ. אשראי,8832
08/01/2016,הוצאה,שירותי בנקאות,‏דמי כרטיס /הנפקה,13.16,כ. אשראי,9477
8/3/16,הוצאה,בריאות,‏סופר פארם קסטל תל אב,129.59,כ. אשראי,9477
8/24/16,הוצאה,בריאות,‏סופר - פארם מגדל שלו,170.57,כ. אשראי,9477
8/29/16,הוצאה,בריאות,‏סופר פארם גורדון 73,44.8,כ. אשראי,9477
8/10/16,הוצאה,נופש,‏רויאל ביץ הוטל קבלה,"1,740.40",כ. אשראי,2599
7/24/16,הוצאה,מזון ומשקאות,‏שופרסל און ליין,750,כ. אשראי,2599
8/1/16,הוצאה,בילוי ומסעדות,‏ל לי פופ,30,כ. אשראי,2599
8/1/16,הוצאה,מזון ומשקאות,"‏מרקטו מעדנים בע""מ",27.46,כ. אשראי,2599
8/1/16,הוצאה,רכב ותחבורה,"‏חניון רכב די.סי בע""מ",18,כ. אשראי,2599
8/1/16,הוצאה,בילוי ומסעדות,‏וניליק תל אביב שיווק,48,כ. אשראי,2599
8/3/16,הוצאה,מוצרי חשמל ותקשורת,‏AWS.AMAZON.CO~AMAZON,77.34,כ. אשראי,2599
8/3/16,הוצאה,בילוי ומסעדות,‏בייקרי וייצמן,103,כ. אשראי,2599
8/3/16,הוצאה,בילוי ומסעדות,‏בייקרי וייצמן,12,כ. אשראי,2599
8/3/16,הוצאה,רכב ותחבורה,‏חניון גן העיר,16,כ. אשראי,2599
8/3/16,הוצאה,רכב ותחבורה,‏נכסי אריאל-חניון מרכ,36,כ. אשראי,2599
8/4/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,12,כ. אשראי,2599
8/5/16,הוצאה,בילוי ומסעדות,‏ארטיק ביץ,77,כ. אשראי,2599
8/5/16,הוצאה,מזון ומשקאות,‏יבולי השדה,20.5,כ. אשראי,2599
8/5/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,29.4,כ. אשראי,2599
8/5/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,30,כ. אשראי,2599
8/5/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,20,כ. אשראי,2599
8/5/16,הוצאה,בריאות,‏שרותי בריאות כללית,24,כ. אשראי,2599
8/6/16,הוצאה,רכב ותחבורה,‏סונול שער לוד,258.59,כ. אשראי,2599
8/6/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",288.76,כ. אשראי,2599
8/7/16,הוצאה,נופש,‏בראשית,85.8,כ. אשראי,2599
8/7/16,הוצאה,נופש,‏בראשית,853.31,כ. אשראי,2599
8/7/16,הוצאה,מזון ומשקאות,‏נתח בשר,203,כ. אשראי,2599
8/7/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,16.78,כ. אשראי,2599
8/8/16,הוצאה,#N/A,‏AMZN.CO.UK/PM~AMAZON,400.83,כ. אשראי,2599
8/8/16,הוצאה,בילוי ומסעדות,‏הפינה הירוקה,23,כ. אשראי,2599
8/8/16,הוצאה,בילוי ומסעדות,‏הפינה הירוקה,9.35,כ. אשראי,2599
8/9/16,הוצאה,בית וגן,‏07903051319 ~PAYPAL,160.28,כ. אשראי,2599
8/9/16,הוצאה,בית וגן,‏LONDON ~WWW.AL,74.74,כ. אשראי,2599
8/9/16,הוצאה,בילוי ומסעדות,‏קפה בר הבימה,28,כ. אשראי,2599
8/11/16,הוצאה,מוצרי חשמל ותקשורת,‏35314369001 ~PAYPAL,30.9,כ. אשראי,2599
8/11/16,הוצאה,מזון ומשקאות,"‏לחם תושייה בע""מ",16,כ. אשראי,2599
8/11/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,20,כ. אשראי,2599
8/11/16,הוצאה,מוצרי חשמל ותקשורת,"‏בזק בינלאומי בע""מ",41.89,כ. אשראי,2599
8/12/16,הוצאה,מוצרי חשמל ותקשורת,‏G.CO/PAYHELP#~GOOGLE,38.95,כ. אשראי,2599
8/12/16,הוצאה,בריאות,‏4029357733 ~PAYPAL,69.43,כ. אשראי,2599
8/12/16,הוצאה,מזון ומשקאות,‏נתח בשר,43,כ. אשראי,2599
8/12/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,54.1,כ. אשראי,2599
8/12/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,48,כ. אשראי,2599
8/12/16,הוצאה,בילוי ומסעדות,‏בייקרי דיזינגוף,54,כ. אשראי,2599
8/12/16,הוצאה,בילוי ומסעדות,‏בראסרי אבן גבירול,87,כ. אשראי,2599
8/12/16,הוצאה,בריאות,‏סופר פארם אבן גבירול,47.6,כ. אשראי,2599
8/13/16,הוצאה,בית וגן,‏ETSY.COM ~ETSY.C,110.48,כ. אשראי,2599
8/13/16,הוצאה,בילוי ומסעדות,‏קפה בונו,13,כ. אשראי,2599
8/13/16,הוצאה,רכב ותחבורה,‏דור - יקום,268.32,כ. אשראי,2599
8/13/16,הוצאה,מזון ומשקאות,‏איי.אם.פי.אם,33.96,כ. אשראי,2599
8/13/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,27,כ. אשראי,2599
8/14/16,הוצאה,בית וגן,‏אייס- נמל תל אביב,165.8,כ. אשראי,2599
8/15/16,הוצאה,בילוי ומסעדות,‏בייקרי וייצמן,86,כ. אשראי,2599
8/16/16,הוצאה,מזון ומשקאות,‏שוק אבן גבירול,108.19,כ. אשראי,2599
8/16/16,הוצאה,בילוי ומסעדות,‏החומוס של רונן,32,כ. אשראי,2599
8/16/16,הוצאה,בילוי ומסעדות,‏בריסרי אבן גבירול,27,כ. אשראי,2599
8/18/16,הוצאה,בילוי ומסעדות,‏קפה בונו,55,כ. אשראי,2599
8/18/16,הוצאה,בית וגן,‏איקאה נתניה,585,כ. אשראי,2599
8/18/16,הוצאה,בילוי ומסעדות,‏דיקסי גריל בר בעמ,135,כ. אשראי,2599
8/18/16,הוצאה,מזון ומשקאות,"‏טיב טעם רשתות בע""מ (",90.87,כ. אשראי,2599
